status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
not matched,2141,Book,Pour une éducation à la paix et au développement au Tchad,"Djimrassem, N.","Ndigmbayel, R.",,,,,,,,,,,,,,,,,,,,,,,L'Harmattan,,2020,['Policy related research'],[],French,,NOT FOUND,(France),,
not matched,2166,Book,Het Wilhelmus Voorbij. Over het Ontwikkelen van Burgerschap in het Onderwijs,"Eidhof, B.",,,,,,,,,,,,,,,,,,,,,,,,Van Gennep,,2018,"['conceptual publications', 'Theoretical']",['Formal Education'],Dutch,https://books.google.nl/books/about/Het_Wilhelmus_voorbij.html?id=_mQPzgEACAAJ&redir_esc=y,NOT FOUND,,,
not matched,2168,Book,Lesgeven over Duurzame Ontwikkeling. Didactische handreiking,"De Wolf, M.","Smit, E.","Hurkxkens, P.",,,,,,,,,,,,,,,,,,,,,,Maklu Uitgever,,2018,['Formal Education'],"['Teacher education', 'training of trainers']",Dutch,https://books.google.it/books?hl=it&lr=&id=xkrY80i7fGQC&oi=fnd&pg=PA121&dq=Lesgeven+over+Duurzame+Ontwikkeling.++Didactische+handreiking&ots=WWX8iX-U9o&sig=9wZJ8JjgqVraiV0JHIxz9j2JO4c#v=onepage&q=Lesgeven%20over%20Duurzame%20Ontwikkeling.%20%20Didactische%20handreiking&f=false,NOT FOUND,,,
not matched,2171,Book,Cultuur en wereldburgerschap in onderwijs,"Alaerts, Leen","Goossens, K.","Tintel, K.",,,,,,,,,,,,,,,,,,,,,,Lannoo Campus,,2018,['Formal Education'],"['Teacher education', 'training of trainers']",Dutch,https://onderwijsdatabank.nl/101706/cultuur-en-wereldburgerschap-in-onderwijs/,NOT FOUND,,,
not matched,2181,Book,Referencial De Educação Para O Desenvolvimento Nas Instituições De Ensino Superior: Reflexões E Experiências,"Madeira, E.",,,,,,,,,,,,,,,,,,,,,,,,"CIDAC - Centro de Intervenção para o Desenvolvimento Amílcar Cabral, FGS - Fundação e Gonçalo da Silveira e Graal",,2019,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://fgs.org.pt/wp-content/uploads/2020/06/REFERENCIAL-DE-EDUCAC%CC%A7A%CC%83O-PARA-O-DESENVOLVIMENTO-NAS-INSTITUIC%CC%A7O%CC%83ES-DE-ENSINO-SUPERIOR-reflexo%CC%83es-e-experie%CC%82ncias.pdf,NOT FOUND,,,
not matched,2195,Book,Caderno Geração ODS,"Castanheira, Ana et al.",,,,,,,,,,,,,,,,,,,,,,,,Associação Par-Respostas Sociais e IMVF,,2020,['Non-formal education'],"['Informal education including youth work, media', 'community work']",Portuguese,https://www.animar-dl.pt/site/assets/files/3712/caderno-geracao-ods.pdf,NOT FOUND,,,
not matched,2196,Book,"Uma história Global da Humanidade. Expandir Fronteiras: dos recoletores aos impérios (de 70 000 a. E.C a 1000 E.C.), 1.","Coelho, La Salete","Neves, L.",,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://www.getupandgoals.eu/a-global-history-of-humanity-vol1-pt,NOT FOUND,,,
not matched,2197,Book,Escolas Transformadoras. Guia De Integração Da Educação Para O Desenvolvimento E Para A Cidadania Global Na ESE-IPVC,"Gonçalves, Teresa","Coelho, La Salete",,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://drive.google.com/file/d/10dtuwJJm-RHs0ocNwlgfnYmAYg-nD-O_/view,NOT FOUND,,,
not matched,2198,Book,V Encontro Internacional de Formação na Docência (INCTE): livro de atas,"Lopes, R.P. et al.",,,,,,,,,,,,,,,,,,,,,,,,Instituto Politécnico,,2020,"['training of trainers', 'Teacher education']",['Higher education research'],Portuguese,https://bibliotecadigital.ipb.pt/handle/10198/20081,NOT FOUND,,,
not matched,2199,Book,GET UP! Alterações Climáticas. Percursos de Educação para o Desenvolvimento e Cidadania Global,"Coelho, La Salete et al.",,,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://www.getupandgoals.eu/component/k2/gug-alteracoes-climaticas,not FOUND,,,
not matched,2200,Book,GET UP! Desigualdades Mundiais. Percursos de Educação para o Desenvolvimento e Cidadania Global,"Coelho, La Salete et al.",,,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://www.getupandgoals.eu/component/k2/gug-desigualdades-mundiais,not FOUND,,,
not matched,2201,Book,GET UP! Igualdade de Género. Percursos de Educação para o Desenvolvimento e Cidadania Global,"Coelho, La Salete et al.",,,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto  Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://www.getupandgoals.eu/component/k2/gug-genero,not FOUND,,,
not matched,2202,Book,GET UP! Migrações. Percursos de Educação para o Desenvolvimento e Cidadania Global,"Coelho, La Salete et al.",,,,,,,,,,,,,,,,,,,,,,,,Escola Superior de Educação do Instituto  Politécnico de Viana do Castelo,,2020,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,https://www.getupandgoals.eu/component/k2/gug-migracoes,not FOUND,,,
not matched,2228,Book,Retos de la educación ante la Agenda 2030: Los ODS entre el humanismo y la ecologia,"De Tienda Palop, L.","Arenas Dolz, F.","Gracia Calandín, J. (Coords.).",,,,,,,,,,,,,,,,,,,,,,Universitat de València,,2020,['Formal Education'],[],Spanish,https://dialnet.unirioja.es/servlet/libro?codigo=776555,not FOUND,,,
not matched,2229,Book,Los derechos humanos en la educación escolar: una perspectiva internacional,"Mackowicz, J.",,,,,,,,,,,,,,,,,,,,,,,,Octaedro,,2020,"['conceptual publications', 'Theoretical']",['Formal Education'],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=7756453,not FOUND,,,
not matched,2262,Book,Experiencias de integración de los Objetivos de Desarrollo Sostenible (ODS) en el diseño curricular universitario,"Merma, G.",,,,,,,,,,,,,,,,,,,,,,,,Graó,,2020,['Higher education research'],[],Spanish,,not FOUND,,,
